Ref ID,Reference,Propellant type,Test #,Mass (kg),Measurement Distance (m),Burn time (sec),Peak flux (cal/cm^2/s),Av. flux (cal/cm^2/s),Notes,Drum diameter (cm),Type
MSIAC 4,"Wyssen, ""Thermische Wirkgrössen bei Pulverabbränden"", Gruppe für Rüstungdienste / Technische Abteilung 6, Jan 1983",20 mm powder,3,50,2,0.7,41.31903145,15.59208734,"Flux density determined using 2mm thick blackened aluminium plates. Max temperature was determined using irreversible temperature indicators; flux density then calculated using heat capacity of plates and tempreature differential. In addition, the temperature curve was recorded with the aid of an infrared radiometer. No duration values given: assume t=0.25Q^0.25",,? Burn (Test Data)
MSIAC 4,"Wyssen, ""Thermische Wirkgrössen bei Pulverabbränden"", Gruppe für Rüstungdienste / Technische Abteilung 6, Jan 1983",20 mm powder,3,50,2,0.7,43.88957028,16.56210199,"Flux density determined using 2mm thick blackened aluminium plates. Max temperature was determined using irreversible temperature indicators; flux density then calculated using heat capacity of plates and tempreature differential. In addition, the temperature curve was recorded with the aid of an infrared radiometer. No duration values given: assume t=0.25Q^0.25",,? Burn (Test Data)
MSIAC 4,"Wyssen, ""Thermische Wirkgrössen bei Pulverabbränden"", Gruppe für Rüstungdienste / Technische Abteilung 6, Jan 1983",20 mm powder,3,50,2,0.7,43.88957028,16.56210199,"Flux density determined using 2mm thick blackened aluminium plates. Max temperature was determined using irreversible temperature indicators; flux density then calculated using heat capacity of plates and tempreature differential. In addition, the temperature curve was recorded with the aid of an infrared radiometer. No duration values given: assume t=0.25Q^0.25",,? Burn (Test Data)
MSIAC 4,"Wyssen, ""Thermische Wirkgrössen bei Pulverabbränden"", Gruppe für Rüstungdienste / Technische Abteilung 6, Jan 1983",20 mm powder,4,100,10,0.8,6.164439996,2.326203772,"Flux density determined using 2mm thick blackened aluminium plates. Max temperature was determined using irreversible temperature indicators; flux density then calculated using heat capacity of plates and tempreature differential. In addition, the temperature curve was recorded with the aid of an infrared radiometer. No duration values given: assume t=0.25Q^0.25",,? Burn (Test Data)
MSIAC 4,"Wyssen, ""Thermische Wirkgrössen bei Pulverabbränden"", Gruppe für Rüstungdienste / Technische Abteilung 6, Jan 1983",20 mm powder,4,100,10,0.8,6.724843632,2.537676842,"Flux density determined using 2mm thick blackened aluminium plates. Max temperature was determined using irreversible temperature indicators; flux density then calculated using heat capacity of plates and tempreature differential. In addition, the temperature curve was recorded with the aid of an infrared radiometer. No duration values given: assume t=0.25Q^0.25",,? Burn (Test Data)
MSIAC 4,"Wyssen, ""Thermische Wirkgrössen bei Pulverabbränden"", Gruppe für Rüstungdienste / Technische Abteilung 6, Jan 1983",20 mm powder,4,100,10,0.8,7.845650904,2.960622983,"Flux density determined using 2mm thick blackened aluminium plates. Max temperature was determined using irreversible temperature indicators; flux density then calculated using heat capacity of plates and tempreature differential. In addition, the temperature curve was recorded with the aid of an infrared radiometer. No duration values given: assume t=0.25Q^0.25",,? Burn (Test Data)
MSIAC 4,"Wyssen, ""Thermische Wirkgrössen bei Pulverabbränden"", Gruppe für Rüstungdienste / Technische Abteilung 6, Jan 1983",20 mm powder,4,100,10,0.8,7.845650904,2.960622983,"Flux density determined using 2mm thick blackened aluminium plates. Max temperature was determined using irreversible temperature indicators; flux density then calculated using heat capacity of plates and tempreature differential. In addition, the temperature curve was recorded with the aid of an infrared radiometer. No duration values given: assume t=0.25Q^0.25",,? Burn (Test Data)
MSIAC 4,"Wyssen, ""Thermische Wirkgrössen bei Pulverabbränden"", Gruppe für Rüstungdienste / Technische Abteilung 6, Jan 1983",20 mm powder,4,100,10,0.8,8.886400513,3.353358684,"Flux density determined using 2mm thick blackened aluminium plates. Max temperature was determined using irreversible temperature indicators; flux density then calculated using heat capacity of plates and tempreature differential. In addition, the temperature curve was recorded with the aid of an infrared radiometer. No duration values given: assume t=0.25Q^0.25",,? Burn (Test Data)
MSIAC 4,"Wyssen, ""Thermische Wirkgrössen bei Pulverabbränden"", Gruppe für Rüstungdienste / Technische Abteilung 6, Jan 1983",20 mm powder,4,100,10,0.8,9.446804149,3.564831754,"Flux density determined using 2mm thick blackened aluminium plates. Max temperature was determined using irreversible temperature indicators; flux density then calculated using heat capacity of plates and tempreature differential. In addition, the temperature curve was recorded with the aid of an infrared radiometer. No duration values given: assume t=0.25Q^0.25",,? Burn (Test Data)
MSIAC 4,"Wyssen, ""Thermische Wirkgrössen bei Pulverabbränden"", Gruppe für Rüstungdienste / Technische Abteilung 6, Jan 1983",20 mm powder,4,100,10,0.8,9.446804149,3.564831754,"Flux density determined using 2mm thick blackened aluminium plates. Max temperature was determined using irreversible temperature indicators; flux density then calculated using heat capacity of plates and tempreature differential. In addition, the temperature curve was recorded with the aid of an infrared radiometer. No duration values given: assume t=0.25Q^0.25",,? Burn (Test Data)
MSIAC 4,"Wyssen, ""Thermische Wirkgrössen bei Pulverabbränden"", Gruppe für Rüstungdienste / Technische Abteilung 6, Jan 1983",20 mm powder,4,100,10,0.8,9.446804149,3.564831754,"Flux density determined using 2mm thick blackened aluminium plates. Max temperature was determined using irreversible temperature indicators; flux density then calculated using heat capacity of plates and tempreature differential. In addition, the temperature curve was recorded with the aid of an infrared radiometer. No duration values given: assume t=0.25Q^0.25",,? Burn (Test Data)
MSIAC 4,"Wyssen, ""Thermische Wirkgrössen bei Pulverabbränden"", Gruppe für Rüstungdienste / Technische Abteilung 6, Jan 1983",20 mm powder,4,100,5,0.8,16.01153246,6.042087719,"Flux density determined using 2mm thick blackened aluminium plates. Max temperature was determined using irreversible temperature indicators; flux density then calculated using heat capacity of plates and tempreature differential. In addition, the temperature curve was recorded with the aid of an infrared radiometer. No duration values given: assume t=0.25Q^0.25",,? Burn (Test Data)
MSIAC 4,"Wyssen, ""Thermische Wirkgrössen bei Pulverabbränden"", Gruppe für Rüstungdienste / Technische Abteilung 6, Jan 1983",20 mm powder,4,100,5,0.8,18.65343531,7.039032193,"Flux density determined using 2mm thick blackened aluminium plates. Max temperature was determined using irreversible temperature indicators; flux density then calculated using heat capacity of plates and tempreature differential. In addition, the temperature curve was recorded with the aid of an infrared radiometer. No duration values given: assume t=0.25Q^0.25",,? Burn (Test Data)
MSIAC 4,"Wyssen, ""Thermische Wirkgrössen bei Pulverabbränden"", Gruppe für Rüstungdienste / Technische Abteilung 6, Jan 1983",20 mm powder,4,100,5,0.8,21.13522284,7.97555579,"Flux density determined using 2mm thick blackened aluminium plates. Max temperature was determined using irreversible temperature indicators; flux density then calculated using heat capacity of plates and tempreature differential. In addition, the temperature curve was recorded with the aid of an infrared radiometer. No duration values given: assume t=0.25Q^0.25",,? Burn (Test Data)
MSIAC 4,"Wyssen, ""Thermische Wirkgrössen bei Pulverabbränden"", Gruppe für Rüstungdienste / Technische Abteilung 6, Jan 1983",20 mm powder,4,100,5,0.8,21.13522284,7.97555579,"Flux density determined using 2mm thick blackened aluminium plates. Max temperature was determined using irreversible temperature indicators; flux density then calculated using heat capacity of plates and tempreature differential. In addition, the temperature curve was recorded with the aid of an infrared radiometer. No duration values given: assume t=0.25Q^0.25",,? Burn (Test Data)
MSIAC 4,"Wyssen, ""Thermische Wirkgrössen bei Pulverabbränden"", Gruppe für Rüstungdienste / Technische Abteilung 6, Jan 1983",20 mm powder,4,100,5,0.8,22.4962031,8.489133246,"Flux density determined using 2mm thick blackened aluminium plates. Max temperature was determined using irreversible temperature indicators; flux density then calculated using heat capacity of plates and tempreature differential. In addition, the temperature curve was recorded with the aid of an infrared radiometer. No duration values given: assume t=0.25Q^0.25",,? Burn (Test Data)
MSIAC 4,"Wyssen, ""Thermische Wirkgrössen bei Pulverabbränden"", Gruppe für Rüstungdienste / Technische Abteilung 6, Jan 1983",20 mm powder,4,100,5,0.8,23.21672206,8.761027193,"Flux density determined using 2mm thick blackened aluminium plates. Max temperature was determined using irreversible temperature indicators; flux density then calculated using heat capacity of plates and tempreature differential. In addition, the temperature curve was recorded with the aid of an infrared radiometer. No duration values given: assume t=0.25Q^0.25",,? Burn (Test Data)
MSIAC 4,"Wyssen, ""Thermische Wirkgrössen bei Pulverabbränden"", Gruppe für Rüstungdienste / Technische Abteilung 6, Jan 1983",20 mm powder,4,100,5,0.8,23.69706804,8.942289825,"Flux density determined using 2mm thick blackened aluminium plates. Max temperature was determined using irreversible temperature indicators; flux density then calculated using heat capacity of plates and tempreature differential. In addition, the temperature curve was recorded with the aid of an infrared radiometer. No duration values given: assume t=0.25Q^0.25",,? Burn (Test Data)
MSIAC 4,"Wyssen, ""Thermische Wirkgrössen bei Pulverabbränden"", Gruppe für Rüstungdienste / Technische Abteilung 6, Jan 1983",20 mm powder,4,100,5,0.8,24.57770232,9.274604649,"Flux density determined using 2mm thick blackened aluminium plates. Max temperature was determined using irreversible temperature indicators; flux density then calculated using heat capacity of plates and tempreature differential. In addition, the temperature curve was recorded with the aid of an infrared radiometer. No duration values given: assume t=0.25Q^0.25",,? Burn (Test Data)
MSIAC 4,"Wyssen, ""Thermische Wirkgrössen bei Pulverabbränden"", Gruppe für Rüstungdienste / Technische Abteilung 6, Jan 1983",20 mm powder,4,100,3,0.8,30.90225764,11.6612293,"Flux density determined using 2mm thick blackened aluminium plates. Max temperature was determined using irreversible temperature indicators; flux density then calculated using heat capacity of plates and tempreature differential. In addition, the temperature curve was recorded with the aid of an infrared radiometer. No duration values given: assume t=0.25Q^0.25",,? Burn (Test Data)
MSIAC 4,"Wyssen, ""Thermische Wirkgrössen bei Pulverabbränden"", Gruppe für Rüstungdienste / Technische Abteilung 6, Jan 1983",20 mm powder,4,100,3,0.8,30.90225764,11.6612293,"Flux density determined using 2mm thick blackened aluminium plates. Max temperature was determined using irreversible temperature indicators; flux density then calculated using heat capacity of plates and tempreature differential. In addition, the temperature curve was recorded with the aid of an infrared radiometer. No duration values given: assume t=0.25Q^0.25",,? Burn (Test Data)
MSIAC 4,"Wyssen, ""Thermische Wirkgrössen bei Pulverabbränden"", Gruppe für Rüstungdienste / Technische Abteilung 6, Jan 1983",20 mm powder,4,100,3,0.8,32.98375686,12.4467007,"Flux density determined using 2mm thick blackened aluminium plates. Max temperature was determined using irreversible temperature indicators; flux density then calculated using heat capacity of plates and tempreature differential. In addition, the temperature curve was recorded with the aid of an infrared radiometer. No duration values given: assume t=0.25Q^0.25",,? Burn (Test Data)
MSIAC 4,"Wyssen, ""Thermische Wirkgrössen bei Pulverabbränden"", Gruppe für Rüstungdienste / Technische Abteilung 6, Jan 1983",20 mm powder,4,100,3,0.8,35.2253714,13.29259298,"Flux density determined using 2mm thick blackened aluminium plates. Max temperature was determined using irreversible temperature indicators; flux density then calculated using heat capacity of plates and tempreature differential. In addition, the temperature curve was recorded with the aid of an infrared radiometer. No duration values given: assume t=0.25Q^0.25",,? Burn (Test Data)
MSIAC 4,"Wyssen, ""Thermische Wirkgrössen bei Pulverabbränden"", Gruppe für Rüstungdienste / Technische Abteilung 6, Jan 1983",20 mm powder,4,100,3,0.8,36.42623634,13.74574956,"Flux density determined using 2mm thick blackened aluminium plates. Max temperature was determined using irreversible temperature indicators; flux density then calculated using heat capacity of plates and tempreature differential. In addition, the temperature curve was recorded with the aid of an infrared radiometer. No duration values given: assume t=0.25Q^0.25",,? Burn (Test Data)
MSIAC 4,"Wyssen, ""Thermische Wirkgrössen bei Pulverabbränden"", Gruppe für Rüstungdienste / Technische Abteilung 6, Jan 1983",20 mm powder,4,100,3,0.8,37.30687062,14.07806439,"Flux density determined using 2mm thick blackened aluminium plates. Max temperature was determined using irreversible temperature indicators; flux density then calculated using heat capacity of plates and tempreature differential. In addition, the temperature curve was recorded with the aid of an infrared radiometer. No duration values given: assume t=0.25Q^0.25",,? Burn (Test Data)
MSIAC 4,"Wyssen, ""Thermische Wirkgrössen bei Pulverabbränden"", Gruppe für Rüstungdienste / Technische Abteilung 6, Jan 1983",20 mm powder,4,100,3,0.8,40.66929244,15.34690281,"Flux density determined using 2mm thick blackened aluminium plates. Max temperature was determined using irreversible temperature indicators; flux density then calculated using heat capacity of plates and tempreature differential. In addition, the temperature curve was recorded with the aid of an infrared radiometer. No duration values given: assume t=0.25Q^0.25",,? Burn (Test Data)
MSIAC 4,"Wyssen, ""Thermische Wirkgrössen bei Pulverabbränden"", Gruppe für Rüstungdienste / Technische Abteilung 6, Jan 1983",20 mm powder,4,100,3,0.8,44.91234854,16.94805605,"Flux density determined using 2mm thick blackened aluminium plates. Max temperature was determined using irreversible temperature indicators; flux density then calculated using heat capacity of plates and tempreature differential. In addition, the temperature curve was recorded with the aid of an infrared radiometer. No duration values given: assume t=0.25Q^0.25",,? Burn (Test Data)
MSIAC 4,"Wyssen, ""Thermische Wirkgrössen bei Pulverabbränden"", Gruppe für Rüstungdienste / Technische Abteilung 6, Jan 1983",20 mm powder,5,200,15,0.9,6.193458513,2.337154156,"Flux density determined using 2mm thick blackened aluminium plates. Max temperature was determined using irreversible temperature indicators; flux density then calculated using heat capacity of plates and tempreature differential. In addition, the temperature curve was recorded with the aid of an infrared radiometer. No duration values given: assume t=0.25Q^0.25",,? Burn (Test Data)
MSIAC 4,"Wyssen, ""Thermische Wirkgrössen bei Pulverabbränden"", Gruppe für Rüstungdienste / Technische Abteilung 6, Jan 1983",20 mm powder,5,200,15,0.9,6.59737972,2.489577253,"Flux density determined using 2mm thick blackened aluminium plates. Max temperature was determined using irreversible temperature indicators; flux density then calculated using heat capacity of plates and tempreature differential. In addition, the temperature curve was recorded with the aid of an infrared radiometer. No duration values given: assume t=0.25Q^0.25",,? Burn (Test Data)
MSIAC 4,"Wyssen, ""Thermische Wirkgrössen bei Pulverabbränden"", Gruppe für Rüstungdienste / Technische Abteilung 6, Jan 1983",20 mm powder,5,200,15,0.9,6.59737972,2.489577253,"Flux density determined using 2mm thick blackened aluminium plates. Max temperature was determined using irreversible temperature indicators; flux density then calculated using heat capacity of plates and tempreature differential. In addition, the temperature curve was recorded with the aid of an infrared radiometer. No duration values given: assume t=0.25Q^0.25",,? Burn (Test Data)
MSIAC 4,"Wyssen, ""Thermische Wirkgrössen bei Pulverabbränden"", Gruppe für Rüstungdienste / Technische Abteilung 6, Jan 1983",20 mm powder,5,200,10,0.9,9.761429178,3.68355818,"Flux density determined using 2mm thick blackened aluminium plates. Max temperature was determined using irreversible temperature indicators; flux density then calculated using heat capacity of plates and tempreature differential. In addition, the temperature curve was recorded with the aid of an infrared radiometer. No duration values given: assume t=0.25Q^0.25",,? Burn (Test Data)
MSIAC 4,"Wyssen, ""Thermische Wirkgrössen bei Pulverabbränden"", Gruppe für Rüstungdienste / Technische Abteilung 6, Jan 1983",20 mm powder,5,200,10,0.9,10.29999079,3.886788977,"Flux density determined using 2mm thick blackened aluminium plates. Max temperature was determined using irreversible temperature indicators; flux density then calculated using heat capacity of plates and tempreature differential. In addition, the temperature curve was recorded with the aid of an infrared radiometer. No duration values given: assume t=0.25Q^0.25",,? Burn (Test Data)
MSIAC 4,"Wyssen, ""Thermische Wirkgrössen bei Pulverabbränden"", Gruppe für Rüstungdienste / Technische Abteilung 6, Jan 1983",20 mm powder,5,200,10,0.9,10.703912,4.039212074,"Flux density determined using 2mm thick blackened aluminium plates. Max temperature was determined using irreversible temperature indicators; flux density then calculated using heat capacity of plates and tempreature differential. In addition, the temperature curve was recorded with the aid of an infrared radiometer. No duration values given: assume t=0.25Q^0.25",,? Burn (Test Data)
MSIAC 4,"Wyssen, ""Thermische Wirkgrössen bei Pulverabbränden"", Gruppe für Rüstungdienste / Technische Abteilung 6, Jan 1983",20 mm powder,5,200,10,0.9,10.703912,4.039212074,"Flux density determined using 2mm thick blackened aluminium plates. Max temperature was determined using irreversible temperature indicators; flux density then calculated using heat capacity of plates and tempreature differential. In addition, the temperature curve was recorded with the aid of an infrared radiometer. No duration values given: assume t=0.25Q^0.25",,? Burn (Test Data)
MSIAC 4,"Wyssen, ""Thermische Wirkgrössen bei Pulverabbränden"", Gruppe für Rüstungdienste / Technische Abteilung 6, Jan 1983",20 mm powder,5,200,10,0.9,10.703912,4.039212074,"Flux density determined using 2mm thick blackened aluminium plates. Max temperature was determined using irreversible temperature indicators; flux density then calculated using heat capacity of plates and tempreature differential. In addition, the temperature curve was recorded with the aid of an infrared radiometer. No duration values given: assume t=0.25Q^0.25",,? Burn (Test Data)
MSIAC 4,"Wyssen, ""Thermische Wirkgrössen bei Pulverabbränden"", Gruppe für Rüstungdienste / Technische Abteilung 6, Jan 1983",20 mm powder,5,200,10,0.9,10.703912,4.039212074,"Flux density determined using 2mm thick blackened aluminium plates. Max temperature was determined using irreversible temperature indicators; flux density then calculated using heat capacity of plates and tempreature differential. In addition, the temperature curve was recorded with the aid of an infrared radiometer. No duration values given: assume t=0.25Q^0.25",,? Burn (Test Data)
MSIAC 4,"Wyssen, ""Thermische Wirkgrössen bei Pulverabbränden"", Gruppe für Rüstungdienste / Technische Abteilung 6, Jan 1983",20 mm powder,5,200,10,0.9,10.703912,4.039212074,"Flux density determined using 2mm thick blackened aluminium plates. Max temperature was determined using irreversible temperature indicators; flux density then calculated using heat capacity of plates and tempreature differential. In addition, the temperature curve was recorded with the aid of an infrared radiometer. No duration values given: assume t=0.25Q^0.25",,? Burn (Test Data)
MSIAC 4,"Wyssen, ""Thermische Wirkgrössen bei Pulverabbränden"", Gruppe für Rüstungdienste / Technische Abteilung 6, Jan 1983",20 mm powder,5,200,10,0.9,11.57907461,4.369462117,"Flux density determined using 2mm thick blackened aluminium plates. Max temperature was determined using irreversible temperature indicators; flux density then calculated using heat capacity of plates and tempreature differential. In addition, the temperature curve was recorded with the aid of an infrared radiometer. No duration values given: assume t=0.25Q^0.25",,? Burn (Test Data)
MSIAC 4,"Wyssen, ""Thermische Wirkgrössen bei Pulverabbränden"", Gruppe für Rüstungdienste / Technische Abteilung 6, Jan 1983",20 mm powder,5,200,5,0.9,25.98559767,9.805885915,"Flux density determined using 2mm thick blackened aluminium plates. Max temperature was determined using irreversible temperature indicators; flux density then calculated using heat capacity of plates and tempreature differential. In addition, the temperature curve was recorded with the aid of an infrared radiometer. No duration values given: assume t=0.25Q^0.25",,? Burn (Test Data)
MSIAC 4,"Wyssen, ""Thermische Wirkgrössen bei Pulverabbränden"", Gruppe für Rüstungdienste / Technische Abteilung 6, Jan 1983",20 mm powder,5,200,5,0.9,27.73592291,10.466386,"Flux density determined using 2mm thick blackened aluminium plates. Max temperature was determined using irreversible temperature indicators; flux density then calculated using heat capacity of plates and tempreature differential. In addition, the temperature curve was recorded with the aid of an infrared radiometer. No duration values given: assume t=0.25Q^0.25",,? Burn (Test Data)
MSIAC 4,"Wyssen, ""Thermische Wirkgrössen bei Pulverabbränden"", Gruppe für Rüstungdienste / Technische Abteilung 6, Jan 1983",20 mm powder,5,200,5,0.9,28.74572592,10.84744374,"Flux density determined using 2mm thick blackened aluminium plates. Max temperature was determined using irreversible temperature indicators; flux density then calculated using heat capacity of plates and tempreature differential. In addition, the temperature curve was recorded with the aid of an infrared radiometer. No duration values given: assume t=0.25Q^0.25",,? Burn (Test Data)
MSIAC 4,"Wyssen, ""Thermische Wirkgrössen bei Pulverabbränden"", Gruppe für Rüstungdienste / Technische Abteilung 6, Jan 1983",20 mm powder,5,200,5,0.9,28.74572592,10.84744374,"Flux density determined using 2mm thick blackened aluminium plates. Max temperature was determined using irreversible temperature indicators; flux density then calculated using heat capacity of plates and tempreature differential. In addition, the temperature curve was recorded with the aid of an infrared radiometer. No duration values given: assume t=0.25Q^0.25",,? Burn (Test Data)
MSIAC 4,"Wyssen, ""Thermische Wirkgrössen bei Pulverabbränden"", Gruppe für Rüstungdienste / Technische Abteilung 6, Jan 1983",20 mm powder,5,200,5,0.9,28.74572592,10.84744374,"Flux density determined using 2mm thick blackened aluminium plates. Max temperature was determined using irreversible temperature indicators; flux density then calculated using heat capacity of plates and tempreature differential. In addition, the temperature curve was recorded with the aid of an infrared radiometer. No duration values given: assume t=0.25Q^0.25",,? Burn (Test Data)
MSIAC 4,"Wyssen, ""Thermische Wirkgrössen bei Pulverabbränden"", Gruppe für Rüstungdienste / Technische Abteilung 6, Jan 1983",20 mm powder,5,200,5,0.9,29.55356834,11.15228994,"Flux density determined using 2mm thick blackened aluminium plates. Max temperature was determined using irreversible temperature indicators; flux density then calculated using heat capacity of plates and tempreature differential. In addition, the temperature curve was recorded with the aid of an infrared radiometer. No duration values given: assume t=0.25Q^0.25",,? Burn (Test Data)
MSIAC 4,"Wyssen, ""Thermische Wirkgrössen bei Pulverabbränden"", Gruppe für Rüstungdienste / Technische Abteilung 6, Jan 1983",20 mm powder,5,200,5,0.9,30.56337136,11.53334768,"Flux density determined using 2mm thick blackened aluminium plates. Max temperature was determined using irreversible temperature indicators; flux density then calculated using heat capacity of plates and tempreature differential. In addition, the temperature curve was recorded with the aid of an infrared radiometer. No duration values given: assume t=0.25Q^0.25",,? Burn (Test Data)
MSIAC 4,"Wyssen, ""Thermische Wirkgrössen bei Pulverabbränden"", Gruppe für Rüstungdienste / Technische Abteilung 6, Jan 1983",20 mm powder,5,200,5,0.9,30.56337136,11.53334768,"Flux density determined using 2mm thick blackened aluminium plates. Max temperature was determined using irreversible temperature indicators; flux density then calculated using heat capacity of plates and tempreature differential. In addition, the temperature curve was recorded with the aid of an infrared radiometer. No duration values given: assume t=0.25Q^0.25",,? Burn (Test Data)
MSIAC 4,"Wyssen, ""Thermische Wirkgrössen bei Pulverabbränden"", Gruppe für Rüstungdienste / Technische Abteilung 6, Jan 1983",20 mm powder,6,500,20,1.2,6.638685401,2.505164302,"Flux density determined using 2mm thick blackened aluminium plates. Max temperature was determined using irreversible temperature indicators; flux density then calculated using heat capacity of plates and tempreature differential. In addition, the temperature curve was recorded with the aid of an infrared radiometer. No duration values given: assume t=0.25Q^0.25",,? Burn (Test Data)
MSIAC 4,"Wyssen, ""Thermische Wirkgrössen bei Pulverabbränden"", Gruppe für Rüstungdienste / Technische Abteilung 6, Jan 1983",20 mm powder,6,500,15,1.2,7.388214398,2.788005433,"Flux density determined using 2mm thick blackened aluminium plates. Max temperature was determined using irreversible temperature indicators; flux density then calculated using heat capacity of plates and tempreature differential. In addition, the temperature curve was recorded with the aid of an infrared radiometer. No duration values given: assume t=0.25Q^0.25",,? Burn (Test Data)
MSIAC 4,"Wyssen, ""Thermische Wirkgrössen bei Pulverabbränden"", Gruppe für Rüstungdienste / Technische Abteilung 6, Jan 1983",20 mm powder,6,500,15,1.2,8.512507893,3.212267129,"Flux density determined using 2mm thick blackened aluminium plates. Max temperature was determined using irreversible temperature indicators; flux density then calculated using heat capacity of plates and tempreature differential. In addition, the temperature curve was recorded with the aid of an infrared radiometer. No duration values given: assume t=0.25Q^0.25",,? Burn (Test Data)
MSIAC 4,"Wyssen, ""Thermische Wirkgrössen bei Pulverabbränden"", Gruppe für Rüstungdienste / Technische Abteilung 6, Jan 1983",20 mm powder,6,500,10,1.2,16.971478,6.404331321,"Flux density determined using 2mm thick blackened aluminium plates. Max temperature was determined using irreversible temperature indicators; flux density then calculated using heat capacity of plates and tempreature differential. In addition, the temperature curve was recorded with the aid of an infrared radiometer. No duration values given: assume t=0.25Q^0.25",,? Burn (Test Data)
MSIAC 4,"Wyssen, ""Thermische Wirkgrössen bei Pulverabbränden"", Gruppe für Rüstungdienste / Technische Abteilung 6, Jan 1983",20 mm powder,6,500,10,1.2,17.02501579,6.424534259,"Flux density determined using 2mm thick blackened aluminium plates. Max temperature was determined using irreversible temperature indicators; flux density then calculated using heat capacity of plates and tempreature differential. In addition, the temperature curve was recorded with the aid of an infrared radiometer. No duration values given: assume t=0.25Q^0.25",,? Burn (Test Data)
MSIAC 4,"Wyssen, ""Thermische Wirkgrössen bei Pulverabbränden"", Gruppe für Rüstungdienste / Technische Abteilung 6, Jan 1983",20 mm powder,6,500,10,1.2,20.6655852,7.798334038,"Flux density determined using 2mm thick blackened aluminium plates. Max temperature was determined using irreversible temperature indicators; flux density then calculated using heat capacity of plates and tempreature differential. In addition, the temperature curve was recorded with the aid of an infrared radiometer. No duration values given: assume t=0.25Q^0.25",,? Burn (Test Data)
MSIAC 4,"Wyssen, ""Thermische Wirkgrössen bei Pulverabbränden"", Gruppe für Rüstungdienste / Technische Abteilung 6, Jan 1983",20 mm powder,6,500,10,1.2,22.8606344,8.626654492,"Flux density determined using 2mm thick blackened aluminium plates. Max temperature was determined using irreversible temperature indicators; flux density then calculated using heat capacity of plates and tempreature differential. In addition, the temperature curve was recorded with the aid of an infrared radiometer. No duration values given: assume t=0.25Q^0.25",,? Burn (Test Data)
MSIAC 5,"Allain, ""Combustion of Gun Propellant in Igloo Thermal Flux Measurements"", NT No 153/91/CRB-S/TS/NP, Dec 1991",LB.7T.72 gun propellant (similar to M1),1,2200,25,15,1.36135658,0.68067829,"Test involved bulk gun propellant in a 1/3 scale igloo construction. A 40m flame jet extended from the door of the structure. The flux values given were measured at the stated distance normal to the centre line of the flame jet, not from the structure. Ave heat flux is estimated from the peak heat flux/2",,? Burn (Test Data)
MSIAC 5,"Allain, ""Combustion of Gun Propellant in Igloo Thermal Flux Measurements"", NT No 153/91/CRB-S/TS/NP, Dec 1991",LB.7T.72 gun propellant (similar to M1),1,2200,15,15,2.985431096,1.492715548,"Test involved bulk gun propellant in a 1/3 scale igloo construction. A 40m flame jet extended from the door of the structure. The flux values given were measured at the stated distance normal to the centre line of the flame jet, not from the structure.Ave heat flux is estimated from the peak heat flux/2",,? Burn (Test Data)
MSIAC 5,"Allain, ""Combustion of Gun Propellant in Igloo Thermal Flux Measurements"", NT No 153/91/CRB-S/TS/NP, Dec 1991",LB.7T.72 gun propellant (similar to M1),2,2200,25,15,1.385240029,0.692620014,"Test involved bulk gun propellant in a 1/3 scale igloo construction. A 40m flame jet extended from the door of the structure. The flux values given were measured at the stated distance normal to the centre line of the flame jet, not from the structure.Ave heat flux is estimated from the peak heat flux/2",,? Burn (Test Data)
MSIAC 5,"Allain, ""Combustion of Gun Propellant in Igloo Thermal Flux Measurements"", NT No 153/91/CRB-S/TS/NP, Dec 1991",LB.7T.72 gun propellant (similar to M1),2,2200,15,15,3.057081443,1.528540721,"Test involved bulk gun propellant in a 1/3 scale igloo construction. A 40m flame jet extended from the door of the structure. The flux values given were measured at the stated distance normal to the centre line of the flame jet, not from the structure.Ave heat flux is estimated from the peak heat flux/2",,? Burn (Test Data)
MSIAC 6,"Paquet et al., ""Modeling Propellant Fires Radiant Heat Flux"", JEM 2018",SB1,A1,0.1,1.2,2.4,0.245999522,0.122999761,Ave heat flux is estimated from the peak heat flux/36,,? Burn (Test Data)
MSIAC 6,"Paquet et al., ""Modeling Propellant Fires Radiant Heat Flux"", JEM 2018",SB1,A1,0.1,0.8,2.4,0.372581801,0.1862909,Ave heat flux is estimated from the peak heat flux/43,,? Burn (Test Data)
MSIAC 6,"Paquet et al., ""Modeling Propellant Fires Radiant Heat Flux"", JEM 2018",SB1,A1,0.1,0.4,2.4,0.728445187,0.364222594,Durations not provided; estimated using equation provided in paper 3.225Q^0.126; Ave heat flux is estimated from the peak heat flux/2,,? Burn (Test Data)
MSIAC 6,"Paquet et al., ""Modeling Propellant Fires Radiant Heat Flux"", JEM 2018",SB1,A2,1,1.2,3.2,0.312873179,0.156436589,Ave heat flux is estimated from the peak heat flux/37,,? Burn (Test Data)
MSIAC 6,"Paquet et al., ""Modeling Propellant Fires Radiant Heat Flux"", JEM 2018",SB1,A2,1,0.8,3.2,1.117745402,0.558872701,Ave heat flux is estimated from the peak heat flux/44,,? Burn (Test Data)
MSIAC 6,"Paquet et al., ""Modeling Propellant Fires Radiant Heat Flux"", JEM 2018",SB1,A2,1,0.4,3.2,2.314306186,1.157153093,Ave heat flux is estimated from the peak heat flux/2,,? Burn (Test Data)
